Word,Definitions
berufstätig,"berufstätig (strong nominative masculine singular berufstätiger, not comparable); employed"
beleben,"beleben (weak, third-person singular present belebt, past tense belebte, past participle belebt, auxiliary haben); to liven up; to animate"
Betracht,"Betracht m (strong, genitive Betrachtes or Betrachts, no plural); consideration"
Erfindung,"Erfindung f (genitive Erfindung, plural Erfindungen); invention; fabrication"
entfalten,"entfalten (weak, third-person singular present entfaltet, past tense entfaltete, past participle entfaltet, auxiliary haben); to unfold (to undo a folding); to unfold; develop; pan out"
Bearbeitung,"Bearbeitung f (genitive Bearbeitung, plural Bearbeitungen); edit (a change to the text of a document); (chemistry) processing; (stonework, woodwork) dressing"
einsehen,"einsehen (class 5 strong, third-person singular present sieht ein, past tense sah ein, past participle eingesehen, past subjunctive sähe ein, auxiliary haben); to comprehend, understand, recognize, realize, accept; to see into, to examine; to consult (book, document); to inspect (a file)"
Differenzierung,"Differenzierung f (genitive Differenzierung, plural Differenzierungen); differentiation"
blond,"blond (strong nominative masculine singular blonder, comparative blonder, superlative am blondesten); blond; fair; unlike English, not commonly used of anything other than hair (except beer, see hereunder); (of beer) bright; not brown or yeasty; (colloquial, possibly offensive) stupid; naive"
drastisch,"drastisch (strong nominative masculine singular drastischer, comparative drastischer, superlative am drastischsten); drastic"
eilen,"eilen (weak, third-person singular present eilt, past tense eilte, past participle geeilt, auxiliary haben or sein); to hurry, to rush; to be urgent"
erleiden,"erleiden (class 1 strong, third-person singular present erleidet, past tense erlitt, past participle erlitten, auxiliary haben); (transitive) to suffer, to endure, to undergo"
Champion,"Champion m (strong, genitive Champions, plural Champions); (colloquial) champion"
Ersatz,"Ersatz m (strong, genitive Ersatzes, plural (uncommon) Ersätze); (usually in the singular) replacement, substitute; (law) compensation"
fixieren,"fixieren (weak, third-person singular present fixiert, past tense fixierte, past participle fixiert, auxiliary haben); to fixate"
gleichsam,"gleichsam; (formal) as it were; so to speak; (rare, nonstandard, proscribed) equally; likewise"
Fieber,"Fieber n (strong, genitive Fiebers, plural Fieber); fever"
Geheimdienst,"Geheimdienst m (strong, genitive Geheimdienstes, plural Geheimdienste); intelligence agency, secret agency, intelligence service"
explizit,"explizit (strong nominative masculine singular expliziter, not comparable); explicit"
fotografisch,"fotografisch (strong nominative masculine singular fotografischer, not comparable); photographic"
Grenzwert,"Grenzwert m (strong, genitive Grenzwertes, plural Grenzwerte); (mathematics) limit"
Gepäck,"Gepäck n (strong, genitive Gepäcks or Gepäckes, no plural); (collective) luggage, baggage"
Gesetzgeber,"Gesetzgeber m (strong, genitive Gesetzgebers, plural Gesetzgeber, feminine Gesetzgeberin); legislator"
freigeben,"freigeben (class 5 strong, third-person singular present gibt frei, past tense gab frei, past participle freigegeben, past subjunctive gäbe frei, auxiliary haben); to release, to declassify (to put at public disposal); to release, to liberate (to set free from imprisonment); to furlough (to grant a furlough to someone); (computing) to unlock (to enable access to a protected resource); (computing) to activate, to enable (to put a software functionality into operation)"
Handwerk,"Handwerk n (strong, genitive Handwerkes or Handwerks, plural Handwerke); labour, especially of a manual type; trade (skilled practice); something made by hand, handcraft"
fachlich,"fachlich (strong nominative masculine singular fachlicher, comparative fachlicher, superlative am fachlichsten); technical (having certain skills); specialised"
Helfer,"Helfer m (strong, genitive Helfers, plural Helfer, feminine Helferin); agent noun of helfen: helper, aide, assistant, auxiliary, hand (person)"
hervorrufen,"hervorrufen (class 7 strong, third-person singular present ruft hervor, past tense rief hervor, past participle hervorgerufen, auxiliary haben); to arouse, to evoke, to induce, to cause, to bring about"
gleichmäßig,"gleichmäßig (strong nominative masculine singular gleichmäßiger, comparative gleichmäßiger, superlative am gleichmäßigsten); consistent; uniform, even, regular"
Feuerwehr,"Feuerwehr f (genitive Feuerwehr, plural Feuerwehren); fire brigade; fire department"
festnehmen,"festnehmen (class 4 strong, third-person singular present nimmt fest, past tense nahm fest, past participle festgenommen, past subjunctive nähme fest, auxiliary haben); to arrest (take into legal custody)"
Gebühr,"Gebühr f (genitive Gebühr, plural Gebühren); fee"
Gerücht,"Gerücht n (strong, genitive Gerüchtes or Gerüchts, plural Gerüchte); rumour, rumor"
Generalsekretär,"Generalsekretär m (strong, genitive Generalsekretärs, plural Generalsekretäre); general secretary, secretary general, first secretary"
Gliederung,"Gliederung f (genitive Gliederung, plural Gliederungen); classification; outline; structure"
Grab,"Grab n (strong, genitive Grabes or Grabs, plural Gräber, diminutive Gräbchen n or Gräblein n); grave; tomb"
Fluggesellschaft,"Fluggesellschaft f (genitive Fluggesellschaft, plural Fluggesellschaften); airline (company that flies airplanes)"
Heft,"Heft n (strong, genitive Heftes or Hefts, plural Hefte, diminutive Heftchen n); notebook, writing booklet, cahier, composition book (book in which notes or memoranda are written); notepad, writing pad (pad of paper on which one jots down notes); exercise book (booklet for students, containing problems and exercises, or blank pages for writing answers); number, issue (single edition of a periodical publication); magazine (non-academic periodical publication); comic (magazine that uses sequences of drawings to tell a story or series of stories)"
hassen,"hassen (weak, third-person singular present hasst, past tense hasste, past participle gehasst, auxiliary haben); (transitive) to hate; (ethology, intransitive) to mob"
hinnehmen,"hinnehmen (class 4 strong, third-person singular present nimmt hin, past tense nahm hin, past participle hingenommen, past subjunctive nähme hin, auxiliary haben); to accept (with resignation or reluctance, e.g. loss, etc); to take"
klingeln,"klingeln (weak, third-person singular present klingelt, past tense klingelte, past participle geklingelt, auxiliary haben); to ring (to produce the sound of a bell or a similar sound)"
Kompromiss,"Kompromiss m or (rare) n (strong, genitive Kompromisses, plural Kompromisse); compromise"
lagern,"lagern (weak, third-person singular present lagert, past tense lagerte, past participle gelagert, auxiliary haben); (transitive) to leave something somewhere, to store, to deposit; (intransitive) to sit or lay down and rest.; (intransitive) to be stored (in some location)"
Leidenschaft,"Leidenschaft f (genitive Leidenschaft, plural Leidenschaften); passion (powerful emotion); passion (desire, often sexual); passion (fervent interest in something); the object of such interest, e.g. a hobby"
Kuh,"Kuh f (genitive Kuh, plural Kühe); cow (female bovine animal at or near adulthood)"
Lieferung,"Lieferung f (genitive Lieferung, plural Lieferungen); delivery, shipment"
Leiche,"Leiche f (genitive Leiche, plural Leichen); dead body, corpse, cadaver, carcass"
Intelligenz,"Intelligenz f (genitive Intelligenz, plural Intelligenzen); intelligence (capacity of mind)"
Kartoffel,"Kartoffel f (genitive Kartoffel, plural Kartoffeln, diminutive Kartöffelchen n); potato; (sometimes derogatory) a German; particularly an ethnic German from the perspective of allochthonous populations in Germany"
Konstruktion,"Konstruktion f (genitive Konstruktion, plural Konstruktionen); construction"
inwieweit,inwieweit (comparative interrogative); how far?; to what extent?
industriell,"industriell (strong nominative masculine singular industrieller, not comparable); industrial"
Kreislauf,"Kreislauf m (strong, genitive Kreislaufes, plural Kreisläufe); loop, cycle; circuit (electrical); circulation"
Kugel,"Kugel f (genitive Kugel, plural Kugeln, diminutive Kügelchen n or Kügellein n or Küglein n); ball [13th century]; (firearms) bullet, projectile [15th century]; (firearms, loosely) round, cartridge, bullet; (astronomy, geography) orb, globe, celestial body [16th century]; (geometry) sphere, orb [16th century]; (heraldry) roundel (of any tincture); (of icecream) scoop"
Klang,"Klang m (strong, genitive Klanges or Klangs, plural Klänge); sound, tone; tune, melody; reputation"
Leistungsfähigkeit,"Leistungsfähigkeit f (genitive Leistungsfähigkeit, plural Leistungsfähigkeiten); efficiency, effectiveness, performance, capability, ability"
Liga,"Liga f (genitive Liga, plural Ligen); league (group or organization)"
Königin,"Königin f (genitive Königin, plural Königinnen); queen; (dated, now rare) queen (chess piece)"
Jäger,"Jäger m (strong, genitive Jägers, plural Jäger, feminine Jägerin); hunter (male or of unspecified sex); fighter; light infantry"
kommentieren,"kommentieren (weak, third-person singular present kommentiert, past tense kommentierte, past participle kommentiert, auxiliary haben); to comment, to comment on"
identisch,"identisch (strong nominative masculine singular identischer, not comparable); (+ mit) identical (to/with); the same as; equivalent"
jegliche,jegliche; strong/mixed nominative/accusative feminine singular of jeglicher
illegal,"illegal (strong nominative masculine singular illegaler, not comparable); illegal"
Käse,"Käse m (strong, genitive Käses, plural Käse); cheese; (informal) nonsense"
seufzen,"seufzen (weak, third-person singular present seufzt, past tense seufzte, past participle geseufzt, auxiliary haben); (intransitive) to sigh (to exhale audibly, usually accompanied by a deep, nasal sound of the voice)"
Problematik,"Problematik f (genitive Problematik, plural Problematiken); problematics (problems, set of problems, problematic aspect or concern)"
Nachwuchs,"Nachwuchs m (strong, genitive Nachwuchses, plural Nachwüchse); (uncountable) the act of regrowing; (countable) that which regrows; regrowth; (uncountable) offspring, progeny (collective of biological descendants); (uncountable, figurative) juniors, new blood (collectively), youngsters, next generation (the collective of young people that will supersede the current generation (in a particular domain))"
Party,"Party f (genitive Party, plural Partys or Parties); (colloquial) party (social gathering)"
Schwangerschaft,"Schwangerschaft f (genitive Schwangerschaft, plural Schwangerschaften); pregnancy"
permanent,"permanent (strong nominative masculine singular permanenter, not comparable); permanent"
Milligramm,"Milligramm n (strong, genitive Milligramms, plural Milligramme); milligram"
Parteitag,"Parteitag m (strong, genitive Parteitages or Parteitags, plural Parteitage); party conference (political convention)"
Schauspielerin,"Schauspielerin f (genitive Schauspielerin, plural Schauspielerinnen, masculine Schauspieler); actress, actor (female)"
Planet,"Planet m (weak, genitive Planeten, plural Planeten); (astronomy) planet"
Skala,"Skala f (genitive Skala, plural Skalen or (rare) Skalas); scale, gamut (ordered numerical sequence); (figurative) gamut"
regnen,"regnen (weak, third-person singular present regnet, past tense regnete, past participle geregnet, auxiliary haben); (chiefly impersonal) to rain"
rauschen,"rauschen (weak, third-person singular present rauscht, past tense rauschte, past participle gerauscht, auxiliary haben or sein); to rustle, murmur (make a regular continuous sound similar to e.g. waves at a shore or moving leaves in a forest) [auxiliary haben]; (figurative) to sweep (travel quickly) [auxiliary sein]"
regelrecht,"regelrecht (strong nominative masculine singular regelrechter, not comparable); downright"
plädieren,"plädieren (weak, third-person singular present plädiert, past tense plädierte, past participle plädiert, auxiliary haben); (law) to plead; to advocate, to make a case (for)"
Salon,"Salon m (strong, genitive Salons, plural Salons); lounge; salon; saloon; (Austria) living room"
Schweiß,"Schweiß m (strong, genitive Schweißes, plural Schweiße); sweat; (hunting) blood of the game"
rutschen,"rutschen (weak, third-person singular present rutscht, past tense rutschte, past participle gerutscht, auxiliary sein); to slide"
Nacken,"Nacken m (strong, genitive Nackens, plural Nacken); (anatomy) nape of the neck"
Rezession,"Rezession f (genitive Rezession, plural Rezessionen); (economics) recession"
Palästinenser,"Palästinenser m (strong, genitive Palästinensers, plural Palästinenser, feminine Palästinenserin); a Palestinian (male or of unspecified gender)"
olympisch,"olympisch (strong nominative masculine singular olympischer, not comparable); (relational) Olympian; (relational) Olympic"
Priester,"Priester m (strong, genitive Priesters, plural Priester, feminine Priesterin); (religion) priest"
mild,"mild (strong nominative masculine singular milder, comparative milder, superlative am mildesten); mild (in all of its common senses)"
unverzüglich,"unverzüglich (strong nominative masculine singular unverzüglicher, comparative unverzüglicher, superlative am unverzüglichsten); (formal) immediate, instantaneous"
unwahrscheinlich,"unwahrscheinlich (strong nominative masculine singular unwahrscheinlicher, comparative unwahrscheinlicher, superlative am unwahrscheinlichsten); unlikely, improbable; (dated, still used by some older speakers) unbelievable, incredible"
starr,"starr (strong nominative masculine singular starrer, comparative starrer, superlative am starrsten); rigid"
Tagebuch,"Tagebuch n (strong, genitive Tagebuches or Tagebuchs, plural Tagebücher); diary, journal"
Tafel,"Tafel f (genitive Tafel, plural Tafeln, diminutive Täfelchen n or Täfelein n); panel, board (e.g., wooden panel); table (raised dinner table or elevated long table, e.g., one at a banquet); slab, tablet; plaque; blackboard, chalkboard; plate, sheet (of metal); bar (e.g. of chocolate) (clipping of Schokoladentafel.); food bank; sign, notice, board, bulletin board (clipping of Anschlagtafel.)"
tödlich,"tödlich (strong nominative masculine singular tödlicher, comparative tödlicher, superlative am tödlichsten); deadly, mortal, lethal, fatal"
spürbar,"spürbar (strong nominative masculine singular spürbarer, comparative spürbarer, superlative am spürbarsten); noticeable"
Talent,"Talent n (strong, genitive Talentes or Talents, plural Talente); talent"
Spektrum,"Spektrum n (strong, genitive Spektrums, plural Spektren or Spektra); spectrum (range of colours, frequencies etc.); (figurative) spectrum (the full range of anything); (obsolete) spectre (apparition, phantom)"
Unterschrift,"Unterschrift f (genitive Unterschrift, plural Unterschriften); signature; caption (text placed and relating to an image or table)"
unterstreichen,"unterstreichen (class 1 strong, third-person singular present unterstreicht, past tense unterstrich, past participle unterstrichen, auxiliary haben); to underscore, to underline"
Unruhe,"Unruhe f (genitive Unruhe, plural Unruhen); turbulence, perturbation, moving more than biding, budging more than considered pleasant; restlessness, nervousness, lacking calmness of the inner disposition of a human or other animal; (usually in the plural) turmoil, unrest, upheaval, fights in a country; archaic form of Unruh (“balance wheel of a timepiece”); (regional) field eryngo (Eryngium campestre)"
unverändert,"unverändert (strong nominative masculine singular unveränderter, not comparable); unchanged, unaltered, unmodified"
steuerlich,"steuerlich (strong nominative masculine singular steuerlicher, not comparable); (relational) tax"
Vergnügen,"Vergnügen n (strong, genitive Vergnügens, plural Vergnügen); joy; pleasure"
Ursprung,"Ursprung m (strong, genitive Ursprunges or Ursprungs, plural Ursprünge); origin"
verfallen,"verfallen (class 7 strong, third-person singular present verfällt, past tense verfiel, past participle verfallen, auxiliary sein); to expire; to lapse; to be forfeited; to decay; to decrease, to go down; (of a thought, idea, etc.) to be inclined to; to become addicted to; to fall into; to resort to"
strecken,"strecken (weak, third-person singular present streckt, past tense streckte, past participle gestreckt, auxiliary haben); (reflexive) to stretch (oneself, for example after waking up); (transitive) to stretch (a specific body part); (transitive) to extend (a body part); (transitive) to elongate, lengthen; (transitive) to dilute, thin, cut (mix with water or another available ingredient)"
umarmen,"umarmen (weak, third-person singular present umarmt, past tense umarmte, past participle umarmt, auxiliary haben); to embrace, to hug"
Tempo,"Tempo n (strong, genitive Tempos, plural Tempi or Tempos); tempo, pace (rate, speed)"
sowjetisch,"sowjetisch (strong nominative masculine singular sowjetischer, not comparable); (relational) Soviet"
spezialisieren,"spezialisieren (weak, third-person singular present spezialisiert, past tense spezialisierte, past participle spezialisiert, auxiliary haben); (reflexive) to specialize"
Spalte,"Spalte f (genitive Spalte, plural Spalten); fissure, cleft, crevice, crack, crevasse; column (of text); (Austria) slice (of fruit); (vulgar, slang) vagina; hole, slit"
Verbrechen,"Verbrechen n (strong, genitive Verbrechens, plural Verbrechen); (countable, law, technical) a felony; severe criminal offence; (countable, in common use often) a crime; any criminal offence; (uncountable, common use) crime (illegal activity as such, at large; criminals collectively)"
Steckdose,"Steckdose f (genitive Steckdose, plural Steckdosen); (electric) socket"
Anwesenheit,"Anwesenheit f (genitive Anwesenheit, no plural); presence"
auflegen,"auflegen (weak, third-person singular present legt auf, past tense legte auf, past participle aufgelegt, auxiliary haben); to lay on; (telephony) to hang up; to publish; to issue (shares etc.); (music) to select and play records; (nautical) to lay up (a boat, ship); (reflexive, regional, with mit) to quarrel; to start a fight"
Zusammensetzung,"Zusammensetzung f (genitive Zusammensetzung, plural Zusammensetzungen); (grammar) composition; (grammar) compound (word); (chemistry) composition (of a substance, of matter)"
Zerstörung,"Zerstörung f (genitive Zerstörung, plural Zerstörungen); destruction, demolition; overthrow, ruin"
Abschreibung,"Abschreibung f (genitive Abschreibung, plural Abschreibungen); (finance) writedown, writeoff"
Villa,"Villa f (genitive Villa, plural Villen); villa"
Aufregung,"Aufregung f (genitive Aufregung, plural Aufregungen); excitement; agitation"
Zinssatz,"Zinssatz m (strong, genitive Zinssatzes, plural Zinssätze); (finance) interest rate"
Wohnzimmer,"Wohnzimmer n (strong, genitive Wohnzimmers, plural Wohnzimmer); living room"
Vermieter,"Vermieter m (strong, genitive Vermieters, plural Vermieter, feminine Vermieterin); landlord (he who rents, lets)"
weitaus,weitaus; by far
verschärfen,"verschärfen (weak, third-person singular present verschärft, past tense verschärfte, past participle verschärft, auxiliary haben); to tighten; to aggravate, exacerbate"
vertraglich,"vertraglich (strong nominative masculine singular vertraglicher, not comparable); contractual"
Achse,"Achse f (genitive Achse, plural Achsen); axis; axle"
zurückgeben,"zurückgeben (class 5 strong, third-person singular present gibt zurück, past tense gab zurück, past participle zurückgegeben, past subjunctive gäbe zurück, auxiliary haben); to give back, return"
amtlich,"amtlich (strong nominative masculine singular amtlicher, comparative amtlicher, superlative am amtlichsten); official; ministerial (of or by a state or regional authority)"
anstelle,"anstelle (with genitive); instead of, in place of"
Zulassung,"Zulassung f (genitive Zulassung, plural Zulassungen); admission; approval, authorization, permission; registration, certification"
woran,"woran; on what, at what"
Verhaltensweise,"Verhaltensweise f (genitive Verhaltensweise, plural Verhaltensweisen); behaviour, conduct"
Vormittag,"Vormittag m (strong, genitive Vormittages or Vormittags, plural Vormittage); mid-morning, late morning, forenoon (time of day roughly between 9 a.m. and noon)"
Verordnung,"Verordnung f (genitive Verordnung, plural Verordnungen); regulation, ordinance, statutory instrument"
vernehmen,"vernehmen (class 4 strong, third-person singular present vernimmt, past tense vernahm, past participle vernommen, past subjunctive vernähme, auxiliary haben); (transitive, formal) to hear; (transitive) to question, to examine; (transitive, archaic) to comprehend, to understand"
vermindern,"vermindern (weak, third-person singular present vermindert, past tense verminderte, past participle vermindert, auxiliary haben); to reduce, decrease, shrink, diminish; to alleviate, lessen, ease; to deplete"
Vernunft,"Vernunft f (genitive Vernunft, no plural); reason, good sense"
blass,"blass (strong nominative masculine singular blasser, comparative blasser or blässer, superlative am blassesten or am blässesten); pale"
Chefin,"Chefin f (genitive Chefin, plural Chefinnen, masculine Chef); female boss"
Autobahn,"Autobahn f (genitive Autobahn, plural Autobahnen); motorway (Britain, Ireland, New Zealand), freeway (Australia, Canada, US), highway (parts of the US), expressway (parts of Canada, parts of the US), controlled-access highway"
Batterie,"Batterie f (genitive Batterie, plural Batterien); (electronics) battery; (military) battery (unit of artillery)"
brüllen,"brüllen (weak, third-person singular present brüllt, past tense brüllte, past participle gebrüllt, auxiliary haben); (transitive and intransitive) to shout, roar"
Chor,"Chor m (strong, genitive Chores or Chors, plural Chöre); (music) choir; chorus (group of people singing together); (architecture) choir (part of a church building)"
Design,"Design n (strong, genitive Designs, plural Designs); design (creative profession or art)"
außergewöhnlich,"außergewöhnlich (strong nominative masculine singular außergewöhnlicher, not comparable); exceptional, extraordinary"
durchziehen,"durchziehen (class 2 strong, third-person singular present zieht durch, past tense zog durch, past participle durchgezogen, past subjunctive zöge durch, auxiliary haben or sein); (transitive) to pass; (intransitive) to soak; (transitive) to pull; (transitive) to pull through; (intransitive) to run; (transitive) to run through; (transitive) to traverse"
Ehepaar,"Ehepaar n (strong, genitive Ehepaares or Ehepaars, plural Ehepaare); married couple"
Chaos,"Chaos n (strong, genitive Chaos, no plural); chaos"
Erholung,"Erholung f (genitive Erholung, plural Erholungen); recovery, convalescence; recreation"
erlassen,"erlassen (class 7 strong, third-person singular present erlässt, past tense erließ, past participle erlassen, auxiliary haben); (transitive) to issue (a law, an act); to promulgate, to enact (a regulation); (transitive) to let off (a penalty); (transitive) to abate (debt, taxes); (transitive) to waive (a fee); (transitive) to remit (a liability)"
bedeutsam,"bedeutsam (strong nominative masculine singular bedeutsamer, comparative bedeutsamer, superlative am bedeutsamsten); significant, momentous"
belgisch,"belgisch (strong nominative masculine singular belgischer, not comparable); (relational) Belgian (related to Belgium or to the Belgians)"
aufreißen,"aufreißen (class 1 strong, third-person singular present reißt auf, past tense riss auf, past participle aufgerissen, auxiliary haben); to rip open, to tear open; to open widely; (colloquial) to pick up (a woman)"
Chip,"Chip m (strong, genitive Chips, plural Chips); (electronics) chip; (also gambling) chip (piece of plastic or metal used as a token for money, entrance tickets, etc.); (cooking, chiefly in the plural) crisp (UK); chip (US)"
auslegen,"auslegen (weak, third-person singular present legt aus, past tense legte aus, past participle ausgelegt, auxiliary haben); to lay out, display; to interpret, construe (in a certain manner); to lend (money or items)"
aufrichten,"aufrichten (weak, third-person singular present richtet auf, past tense richtete auf, past participle aufgerichtet, auxiliary haben); to raise up, to erect, to put up"
Durchschnitt,"Durchschnitt m (strong, genitive Durchschnittes or Durchschnitts, plural Durchschnitte); (statistics) average; (set theory) intersection"
Einbruch,"Einbruch m (strong, genitive Einbruches or Einbruchs, plural Einbrüche); burglary, break-in; (economy) slump"
Dolmetscher,"Dolmetscher m (strong, genitive Dolmetschers, plural Dolmetscher, feminine Dolmetscherin); interpreter (one who translates in real time; male or of unspecified sex); (archaic) translator (male or of unspecified gender)"
einlegen,"einlegen (weak, third-person singular present legt ein, past tense legte ein, past participle eingelegt, auxiliary haben); to insert; to put in; to inlay; (a break) to have; (a protest or appeal) to file; (cooking) to pickle"
Eintritt,"Eintritt m (strong, genitive Eintrittes or Eintritts, plural Eintritte); (chiefly uncountable) occurring; occurrence (the fact that something happens); (chiefly uncountable) joining; enlistment (becoming a member, e.g. of a club); (chiefly uncountable) entrance, access (right to go in, also the fee thereof); (countable, rather rare) entry, entrance (door or area where one enters)"
elementar,"elementar (strong nominative masculine singular elementarer, comparative elementarer, superlative am elementarsten); fundamental; essential; vital; basic; elementary"
fotografieren,"fotografieren (weak, third-person singular present fotografiert, past tense fotografierte, past participle fotografiert, auxiliary haben); to photograph"
Europäer,"Europäer m (strong, genitive Europäers, plural Europäer); European (person)"
Germanistik,"Germanistik f (genitive Germanistik, no plural); (narrower sense) German studies (German language, literature, and culture); (wider sense) Germanic studies (Germanic languages, literatures, and cultures)"
Geduld,"Geduld f (genitive Geduld, no plural); patience"
Haustür,"Haustür f (genitive Haustür, plural Haustüren); front door; doorstep, threshold"
Fabrik,"Fabrik f (genitive Fabrik, plural Fabriken); plant (factory or industrial facility)"
Gunst,"Gunst f (genitive Gunst, no plural); favor"
Innenminister,"Innenminister m (strong, genitive Innenministers, plural Innenminister, feminine Innenministerin); Interior Minister, Home Secretary (male or of unspecified gender)"
General,"General m (strong, genitive Generales or Generals, plural Generäle or Generale, feminine Generälin or Generalin); (military) general (officer in any general rank); (military) general (officer in a specific general rank, usually the highest); (Roman Catholicism) general (head of an order)"
Hypothese,"Hypothese f (genitive Hypothese, plural Hypothesen); hypothesis"
gänzlich,"gänzlich; completely, totally, altogether; fully"
Furcht,"Furcht f (genitive Furcht, plural Fürchte); fear; fright; anxiety"
flüchtig,"flüchtig (strong nominative masculine singular flüchtiger, comparative flüchtiger, superlative am flüchtigsten); fleeting; superficial, hasty; fugitive (fleeing); (chemistry) volatile"
gestatten,"gestatten (weak, third-person singular present gestattet, past tense gestattete, past participle gestattet, auxiliary haben); (transitive) to allow"
Handwerker,"Handwerker m (strong, genitive Handwerkers, plural Handwerker, feminine Handwerkerin); craftsman (male or of unspecified gender); contractor (male or of unspecified gender)"
Gutachten,"Gutachten n (strong, genitive Gutachtens, plural Gutachten); opinion (report) of an expert with regard to a specific matter"
hervorheben,"hervorheben (class 6 strong, third-person singular present hebt hervor, past tense hob hervor or (archaic) hub hervor, past participle hervorgehoben, past subjunctive höbe hervor or (archaic) hübe hervor, auxiliary haben); to emphasize, highlight"
Gremium,"Gremium n (strong, genitive Gremiums, plural Gremien); body (often political); committee; panel"
Glied,"Glied n (strong, genitive Gliedes or Glieds, plural Glieder); (anatomy) external body part; member, part; link (in a chain); (military) group of (usually three) soldiers standing or marching next to each other in a formation, (loosely also) the formation as a whole; (mathematics) term"
Graf,"Graf m (weak, genitive Grafen, plural Grafen, feminine Gräfin); count (member of German nobility); earl (a British or Irish nobleman next in rank above a viscount and below a marquess)"
Italiener,"Italiener m (strong, genitive Italieners, plural Italiener); Italian (person); Italian restaurant"
herausnehmen,"herausnehmen (class 4 strong, third-person singular present nimmt heraus, past tense nahm heraus, past participle herausgenommen, past subjunctive nähme heraus, auxiliary haben); (transitive) to take out (of something)"
Islam,"Islam m (proper noun, strong, genitive Islams or Islam); Islam"
Gewehr,"Gewehr n (strong, genitive Gewehres or Gewehrs, plural Gewehre); rifle"
Getränk,"Getränk n (strong, genitive Getränkes or Getränks, plural Getränke); drink, beverage (liquid for consumption)"
naturwissenschaftlich,"naturwissenschaftlich (strong nominative masculine singular naturwissenschaftlicher, not comparable); scientific, science-oriented"
Parkplatz,"Parkplatz m (strong, genitive Parkplatzes, plural Parkplätze); parking lot, car park; parking space, parking spot"
Konzeption,"Konzeption f (genitive Konzeption, plural Konzeptionen); conception; doctrine; concept"
Kommentar,"Kommentar m (strong, genitive Kommentars, plural Kommentare); comment; commentary"
lügen,"lügen (class 2 strong, third-person singular present lügt, past tense log, past participle gelogen, past subjunctive löge, auxiliary haben); (intransitive) to tell a lie; to lie (to intentionally give false information); (intransitive, less often) to give false information (unintentionally)"
Magazin,"Magazin n (strong, genitive Magazines or Magazins, plural Magazine); magazine (periodical); warehouse; storage (especially in a library or museum); magazine (ammunition storehouse); magazine (weapon’s ammunition holder)"
nachträglich,"nachträglich (strong nominative masculine singular nachträglicher, not comparable); subsequent; additional; belated"
Kasten,"Kasten m (strong, genitive Kastens, plural Kästen or (obsolete) Kasten, diminutive Kästchen n or Kästlein n); crate (e.g. for bottles); (regional, Germany) box, case; (regional, Switzerland, Austria and parts of Southern German) cupboard"
Menschenrecht,"Menschenrecht n (strong, genitive Menschenrechtes or Menschenrechts, plural Menschenrechte); human right"
Maus,"Maus f (genitive Maus, plural Mäuse, diminutive Mäuschen n or Mäuslein n or Mäuselein n or (uncommon, south-western German) Mäusle n, masculine (for the animal) Mäuserich, feminine (for the animal) Mäusin); mouse (animal); mouse (computer input device); (colloquial) babe; (Should we delete(+) this redundant sense?)(colloquial, only in the plural) dough (money)"
minimal,"minimal (strong nominative masculine singular minimaler, not comparable); minimal"
Mythos,"Mythos m (strong, genitive Mythos, plural Mythen); myth, mythos (narrative of importance to a particular group or culture); (informal) myth (something invented or made up)"
namens,"namens; by the name of, named"
Minderheit,"Minderheit f (genitive Minderheit, plural Minderheiten); minority"
Kassette,"Kassette f (genitive Kassette, plural Kassetten); cassette; (architecture) coffer"
Mieter,"Mieter m (strong, genitive Mieters, plural Mieter, feminine Mieterin); renter; tenant"
kognitiv,"kognitiv (strong nominative masculine singular kognitiver, not comparable); cognitive (mental functions)"
Naturwissenschaft,"Naturwissenschaft f (genitive Naturwissenschaft, plural Naturwissenschaften); natural science"
langjährig,"langjährig (strong nominative masculine singular langjähriger, comparative langjähriger, superlative am langjährigsten); long-standing, long-term"
operieren,"operieren (weak, third-person singular present operiert, past tense operierte, past participle operiert, auxiliary haben); to operate (perform operation)"
Kreativität,"Kreativität f (genitive Kreativität, no plural); creativity"
Marktanteil,"Marktanteil m (strong, genitive Marktanteils, plural Marktanteile); (economics) market share"
Ministerium,"Ministerium n (strong, genitive Ministeriums, plural Ministerien); ministry"
Militär,"Militär n (strong, genitive Militärs, no plural); military"
mutmaßlich,"mutmaßlich (strong nominative masculine singular mutmaßlicher, not comparable); alleged; suspected; presumed"
schlank,"schlank (strong nominative masculine singular schlanker, comparative schlanker, superlative am schlanksten or am schlankesten); slim, svelte"
Regierungschef,"Regierungschef m (strong, genitive Regierungschefs, plural Regierungschefs); head of government"
Spezialist,"Spezialist m (weak, genitive Spezialisten, plural Spezialisten, feminine Spezialistin); specialist"
Präparat,"Präparat n (strong, genitive Präparats, plural Präparate); preparation; prepared specimen"
Übersicht,"Übersicht f (genitive Übersicht, plural Übersichten); overview; bird's-eye view; big picture (view of the entirety, both literally and figuratively); overview (brief summary)"
therapeutisch,"therapeutisch (strong nominative masculine singular therapeutischer, not comparable); therapeutic"
strikt,"strikt (strong nominative masculine singular strikter, comparative strikter, superlative am striktesten); strict, categorical, rigid, exact (but rarely in the sense of “harsh in discipline” as of a parent or teacher)"
strukturieren,"strukturieren (weak, third-person singular present strukturiert, past tense strukturierte, past participle strukturiert, auxiliary haben); to structure (to give structure to; to arrange)"
