Word,Definitions
überdrüssig,"überdrüssig (strong nominative masculine singular überdrüssiger, comparative überdrüssiger, superlative am überdrüssigsten); annoying; (with genitive) weary, sick, sick and tired"
schläfrig,"schläfrig (strong nominative masculine singular schläfriger, comparative schläfriger, superlative am schläfrigsten); sleepy, drowsy"
allerbest,"allerbest (strong nominative masculine singular allerbester, not comparable); very best; absolute best"
rücksichtsvoll,"rücksichtsvoll (strong nominative masculine singular rücksichtsvoller, comparative rücksichtsvoller, superlative am rücksichtsvollsten); considerate"
spaßig,"spaßig (strong nominative masculine singular spaßiger, comparative spaßiger, superlative am spaßigsten); funny; comical"
hämisch,"hämisch (strong nominative masculine singular hämischer, comparative hämischer, superlative am hämischsten); malicious, spiteful, hateful, derisive, gleeful"
mürrisch,"mürrisch (strong nominative masculine singular mürrischer, comparative mürrischer, superlative am mürrischsten); grumpy, sullen, morose, surly, moody, dour, cantankerous, glum, crabby"
unerwünscht,"unerwünscht (strong nominative masculine singular unerwünschter, comparative unerwünschter, superlative am unerwünschtesten); undesirable, unwanted"
führend,"führend (strong nominative masculine singular führender, not comparable); leading, foremost"
ungestraft,"ungestraft (strong nominative masculine singular ungestrafter, comparative ungestrafter, superlative am ungestraftesten); scot-free"
unfruchtbar,"unfruchtbar (strong nominative masculine singular unfruchtbarer, not comparable); infertile; fruitless"
minderjährig,"minderjährig (strong nominative masculine singular minderjähriger, not comparable); underage"
sündig,"sündig (strong nominative masculine singular sündiger, comparative sündiger, superlative am sündigsten); sinful"
untröstlich,"untröstlich (strong nominative masculine singular untröstlicher, comparative untröstlicher, superlative am untröstlichsten); inconsolable, disconsolate"
glaubwürdig,"glaubwürdig (strong nominative masculine singular glaubwürdiger, comparative glaubwürdiger, superlative am glaubwürdigsten); credible"
demütig,"demütig (strong nominative masculine singular demütiger, comparative demütiger, superlative am demütigsten); humble (thinking lowly of oneself)"
überlaufen,"überlaufen (class 7 strong, third-person singular present läuft über, past tense lief über, past participle übergelaufen, auxiliary sein); to overflow; to defect"
käuflich,"käuflich (strong nominative masculine singular käuflicher, not comparable); buyable, for sale, purchasable, available; venal, corrupt, bribable (willing to do illegal things for money); with a sales agreement"
überfällig,"überfällig (strong nominative masculine singular überfälliger, not comparable); overdue"
wortwörtlich,"wortwörtlich (strong nominative masculine singular wortwörtlicher, not comparable); word-for-word"
mäßig,"mäßig (strong nominative masculine singular mäßiger, comparative mäßiger, superlative am mäßigsten); moderate, modest"
spektakulär,"spektakulär (strong nominative masculine singular spektakulärer, comparative spektakulärer, superlative am spektakulärsten); spectacular"
empört,"empört (strong nominative masculine singular empörter, comparative empörter, superlative am empörtesten); indignant, upset"
verführerisch,"verführerisch (strong nominative masculine singular verführerischer, comparative verführerischer, superlative am verführerischsten); seductive; tempting"
demütigend,"demütigend (strong nominative masculine singular demütigender, comparative demütigender, superlative am demütigendsten); humiliating"
berüchtigt,"berüchtigt (strong nominative masculine singular berüchtigter, comparative berüchtigter, superlative am berüchtigtsten or (uncommon) am berüchtigtesten); infamous, notorious"
wöchentlich,"wöchentlich (strong nominative masculine singular wöchentlicher, not comparable); weekly"
ordinär,"ordinär (strong nominative masculine singular ordinärer, comparative ordinärer, superlative am ordinärsten); vulgar; (obsolete) ordinary"
beschämend,"beschämend (strong nominative masculine singular beschämender, comparative beschämender, superlative am beschämendsten); shameful"
brünett,"brünett (strong nominative masculine singular brünetter, not comparable); brunette (of a woman having brown hair)"
unergründlich,"unergründlich (strong nominative masculine singular unergründlicher, comparative unergründlicher, superlative am unergründlichsten); unfathomable, fathomless, deep; inscrutable; impenetrable"
gesprächig,"gesprächig (strong nominative masculine singular gesprächiger, comparative gesprächiger, superlative am gesprächigsten); talkative"
verschlagen,"verschlagen (class 6 strong, third-person singular present verschlägt, past tense verschlug, past participle verschlagen, past subjunctive verschlüge, auxiliary haben); (transitive) to drive, to strand; to shlep; to bring (causing difficulty, often to somewhere someone didn't want to go); (idiomatic, with dative, in collocations) to suddenly take away; to lose (one's page in a book); (cooking) to beat together; (sports) to mishit (a ball); (mit Brettern verschlagen) to board up; (regional) to beat up, to thrash"
dermaßen,"dermaßen; to such an extent, so much"
ungültig,"ungültig (strong nominative masculine singular ungültiger, comparative ungültiger, superlative am ungültigsten); invalid"
rücksichtslos,"rücksichtslos (strong nominative masculine singular rücksichtsloser, comparative rücksichtsloser, superlative am rücksichtslosesten); reckless, inconsiderate; ruthless"
überallhin,überallhin; everywhere
zufälligerweise,"zufälligerweise; accidentally, coincidentally"
gegenwärtig,"gegenwärtig (strong nominative masculine singular gegenwärtiger, not comparable); current, contemporary, present, existing"
größtenteils,"größtenteils; largely, mostly"
unanständig,"unanständig (strong nominative masculine singular unanständiger, comparative unanständiger, superlative am unanständigsten); indecent"
kopfüber,"kopfüber; headfirst, headlong, head over heels"
genau genommen,genau genommen; strictly speaking
rechtmäßig,"rechtmäßig (strong nominative masculine singular rechtmäßiger, comparative rechtmäßiger, superlative am rechtmäßigsten); rightful"
atemberaubend,"atemberaubend (strong nominative masculine singular atemberaubender, comparative atemberaubender, superlative am atemberaubendsten); breathtaking, awe-inspiring, stunning, staggering, jaw-dropping, spectacular"
auswärts,auswärts; out of town; outside the place in question; (sports) away; on the opponent’s turf; (chiefly in the context of eating) outside one’s house; out; (dated) outwards; to the outside
diesbezüglich,"diesbezüglich; referring to this, in this regard"
drumherum,"drumherum; (informal) around, all around"
zurückhaltend,"zurückhaltend (strong nominative masculine singular zurückhaltender, comparative zurückhaltender, superlative am zurückhaltendsten); reserved, restrained; cautious, guarded"
phänomenal,"phänomenal (strong nominative masculine singular phänomenaler, comparative phänomenaler, superlative am phänomenalsten); phenomenal"
übereinander,übereinander; one above the other
gleichermaßen,gleichermaßen; equally
folgendermaßen,"folgendermaßen; thus, as follows"
hinterhältig,"hinterhältig (strong nominative masculine singular hinterhältiger, comparative hinterhältiger, superlative am hinterhältigsten); sneaky, underhand; treacherous"
vorsätzlich,"vorsätzlich (strong nominative masculine singular vorsätzlicher, not comparable); intentional, wilful, deliberate, premeditated"
Alarmbereitschaft,"Alarmbereitschaft f (genitive Alarmbereitschaft, plural Alarmbereitschaften); (usually in the singular) state of alert; standby (of the military, emergency services, etc.)"
Glocke,"Glocke f (genitive Glocke, plural Glocken, diminutive Glöckchen n or Glöcklein n); bell (percussive instrument)"
Büchse,"Büchse f (genitive Büchse, plural Büchsen, diminutive Büchslein n); box, can; (firearms) rifle; bushing"
Belästigung,"Belästigung f (genitive Belästigung, plural Belästigungen); harassment"
Pöbel,"Pöbel m (strong, genitive Pöbels, no plural); mob; riffraff"
Mäuschen,"Mäuschen n (strong, genitive Mäuschens, plural Mäuschen); Diminutive of Maus (“mouse”); honey, sweetie, pumpkin (pet name); fly on the wall (someone, usually theoretical, who listens at a private meeting); (possibly regional) the funny bone"
Blutvergießen,"Blutvergießen n (strong, genitive Blutvergießens, no plural); bloodshed, bloodletting (in this sense)"
Bürgersteig,"Bürgersteig m (strong, genitive Bürgersteigs or Bürgersteiges, plural Bürgersteige); (especially Germany) pavement (UK), sidewalk (US) (footpath at the side of a street, road)"
Molekül,"Molekül n (strong, genitive Moleküls, plural Moleküle); (chemistry, physics) molecule"
Erlöser,"Erlöser m (strong, genitive Erlösers, plural Erlöser, feminine Erlöserin); one who delivers someone; redeemer; saviour (male or of unspecified gender); (Christianity) Redeemer; Saviour (Jesus Christ)"
Mücke,"Mücke f (genitive Mücke, plural Mücken, diminutive Mückchen n or Mücklein n); (biology) insect of the order Nematocera, that is a mosquito, crane fly, gnat, or midge; (in practice especially) mosquito; (regional, Austria, parts of Southern German) fly"
Urteilsvermögen,"Urteilsvermögen n (strong, genitive Urteilsvermögens, no plural); discernment, judgment"
Internat,"Internat n (strong, genitive Internats or Internates, plural Internate); boarding school"
Migräne,"Migräne f (genitive Migräne, plural Migränen); migraine"
Gebüsch,"Gebüsch n (strong, genitive Gebüsches or Gebüschs, plural Gebüsche); (collective) brush (vegetation, generally larger than grass but smaller than trees)"
Rückstand,"Rückstand m (strong, genitive Rückstandes or Rückstands, plural Rückstände); residue; backlog; arrears"
Zügel,"Zügel m (strong, genitive Zügels, plural Zügel); rein (used to control a horse); (figurative) restraint, control, check"
Zimmermädchen,"Zimmermädchen n (strong, genitive Zimmermädchens, plural Zimmermädchen); chambermaid, parlourmaid"
Trophäe,"Trophäe f (genitive Trophäe, plural Trophäen); trophy; (historical) tropæum"
Großzügigkeit,"Großzügigkeit f (genitive Großzügigkeit, plural Großzügigkeiten); generosity"
Gelübde,"Gelübde n (strong, genitive Gelübdes, plural Gelübde); (especially religion) oath; vow (solemn promise to act in a specified manner)"
Gliedmaße,"Gliedmaße f (genitive Gliedmaße, plural Gliedmaßen); limb"
Erschöpfung,"Erschöpfung f (genitive Erschöpfung, plural Erschöpfungen); depletion; exhaustion; fatigue"
Einzelgänger,"Einzelgänger m (strong, genitive Einzelgängers, plural Einzelgänger, feminine Einzelgängerin); loner"
würgen,"würgen (weak, third-person singular present würgt, past tense würgte, past participle gewürgt, auxiliary haben); (transitive) to strangle, choke; (intransitive) to gag, retch; (intransitive, with an + dative) to have trouble chewing or swallowing, to gag on"
Brutalität,"Brutalität f (genitive Brutalität, plural Brutalitäten); brutality"
Krönung,"Krönung f (genitive Krönung, plural Krönungen); crowning; dramatic climax"
Tanzfläche,"Tanzfläche f (genitive Tanzfläche, plural Tanzflächen); dance floor"
Prügelei,"Prügelei f (genitive Prügelei, plural Prügeleien); fight, ruckus, brawl, scuffle"
Banküberfall,"Banküberfall m (strong, genitive Banküberfalles or Banküberfalls, plural Banküberfälle); bank raid, bank robbery, bank heist"
Schwertkampf,"Schwertkampf m (strong, genitive Schwertkampfes or Schwertkampfs, plural Schwertkämpfe); swordplay"
Hinterwäldler,"Hinterwäldler m (strong, genitive Hinterwäldlers, plural Hinterwäldler, feminine Hinterwäldlerin); backwoodsman, bumpkin, bushie (bushy) (Australia, colloquial), chawbacon (archaic), hick, hillbilly, redneck (male or of unspecified gender)"
Glühbirne,"Glühbirne f (genitive Glühbirne, plural Glühbirnen); light bulb (lamp consisting of a glass bulb with a heated filament, or similar lighting article)"
Prämie,"Prämie f (genitive Prämie, plural Prämien); bonus (extra earnings); premium (contribution to insurance)"
Sexualität,"Sexualität f (genitive Sexualität, plural Sexualitäten); sexuality"
Jüngling,"Jüngling m (strong, genitive Jünglinges or Jünglings, plural Jünglinge); youth, youngling, stripling, sapling (literary)"
Gefäß,"Gefäß n (strong, genitive Gefäßes, plural Gefäße); (anatomy) vessel; container, jar, pot"
Demütigung,"Demütigung f (genitive Demütigung, plural Demütigungen); humiliation"
Möwe,"Möwe f (genitive Möwe, plural Möwen, diminutive Möwchen n); gull, seagull"
Füller,"Füller m (strong, genitive Füllers, plural Füller); fountain pen (pen containing a reservoir of ink fed to a writing nib); filler"
Geländer,"Geländer n (strong, genitive Geländers, plural Geländer); any long construction for people to hold on to or prevent them from falling down: railing, guardrail, handrail, banister, balustrade, parapet."
Schwätzer,"Schwätzer m (strong, genitive Schwätzers, plural Schwätzer, diminutive Schwätzerchen n or Schwätzerlein n, feminine Schwätzerin); windbag, babbler, prattler, chatterer"
Gehaltserhöhung,"Gehaltserhöhung f (genitive Gehaltserhöhung, plural Gehaltserhöhungen); pay rise"
Schießpulver,"Schießpulver n (strong, genitive Schießpulvers, plural Schießpulver); gunpowder"
Dünger,"Dünger m (strong, genitive Düngers, plural Dünger); fertilizer"
Vermächtnis,"Vermächtnis n (strong, genitive Vermächtnisses, plural Vermächtnisse); (law) bequest, devise, legacy (the devising a subjective right to be owned by a particular person following death)"
Maniküre,"Maniküre f (genitive Maniküre, plural Maniküren); manicure"
Härte,"Härte f (genitive Härte, plural Härten); hardness; toughness"
Schlussfolgerung,"Schlussfolgerung f (genitive Schlussfolgerung, plural Schlussfolgerungen); conclusion; (logic) implication"
Injektion,"Injektion f (genitive Injektion, plural Injektionen); (medicine or engineering) injection"
Fäulnis,"Fäulnis f (genitive Fäulnis, plural Fäulnisse); rot; (dentistry) decay; (figurative) decadence"
Idol,"Idol n (strong, genitive Idoles or Idols, plural Idole); (religion) idol; (figurative) idol"
Imbiss,"Imbiss m (strong, genitive Imbisses, plural Imbisse); snack; snack bar, fast-food restaurant"
Knüppel,"Knüppel m (strong, genitive Knüppels, plural Knüppel); cudgel"
Küken,"Küken n (strong, genitive Kükens, plural Küken); chick (young bird), fledgling, hatchling, squab (of a pigeon or dove)); (figurative) the youngest in a group; plug (as in a cask)"
Schnüffler,"Schnüffler m (strong, genitive Schnüfflers, plural Schnüffler, feminine Schnüfflerin); (colloquial, derogatory) sniffer, snuffler, snoop, snooper, nosey parker; bloodhound, dick, shamus, peeper, private eye, sleuth (private detective) (male or of unspecified gender)"
Tränengas,"Tränengas n (strong, genitive Tränengases, plural Tränengase); tear gas"
Posten,"Posten m (strong, genitive Postens, plural Posten, diminutive Pöstchen n); post, station; job, position; (trade or accounting) lot, position; (mining) batch of ore for smelting; (firearms) buckshot, big dot"
Säbel,"Säbel m (strong, genitive Säbels, plural Säbel); sabre"
Fußabdruck,"Fußabdruck m (strong, genitive Fußabdruckes or Fußabdrucks, plural Fußabdrücke); footprint"
Buße,"Buße f (genitive Buße, plural Bußen); (uncountable) penance; (countable) fine"
Türsteher,"Türsteher m (strong, genitive Türstehers, plural Türsteher, feminine Türsteherin); doorman, bouncer (male or of unspecified gender)"
Überlegung,"Überlegung f (genitive Überlegung, plural Überlegungen); consideration (the process of considering)"
Gefährte,"Gefährte m (weak, genitive Gefährten, plural Gefährten, feminine Gefährtin); companion"
Versöhnung,"Versöhnung f (genitive Versöhnung, plural Versöhnungen); reconciliation"
Müdigkeit,"Müdigkeit f (genitive Müdigkeit, no plural); tiredness"
Vergnügungspark,"Vergnügungspark m (strong, genitive Vergnügungsparks or Vergnügungsparkes, plural Vergnügungsparks or (rare) Vergnügungsparke or (usually in Switzerland) Vergnügungspärke); amusement park"
Schützengraben,"Schützengraben m (strong, genitive Schützengrabens, plural Schützengräben); (military) trench"
Fußspur,"Fußspur f (genitive Fußspur, plural Fußspuren); footprint"
Spott,"Spott m (strong, genitive Spottes, no plural); mockery, ridicule, derision, scorn"
Überfluss,"Überfluss m (strong, genitive Überflusses, no plural); abundance, profusion; surplus"
Schluck,"Schluck m (strong, genitive Schluckes or Schlucks, plural Schlucke or Schlücke, diminutive Schlückchen n); draught; sip"
Krücke,"Krücke f (genitive Krücke, plural Krücken); crutch; (figurative) crotch; prop; (derogatory, informal) laggard, snail (slow person); (derogatory, informal) piece of junk"
Formalität,"Formalität f (genitive Formalität, plural Formalitäten); formality"
Erzählung,"Erzählung f (genitive Erzählung, plural Erzählungen); tale, story; narration; narrative (presentation of an event or story in a way to promote a certain point of view)"
Blindgänger,"Blindgänger m (strong, genitive Blindgängers, plural Blindgänger, feminine Blindgängerin); (literally, military) UXO; unexploded ordnance; (colloquial) bungler; (colloquial) fuckup; (colloquial) conscientious objector; (colloquial) braggart; (colloquial) bachelor; (colloquial) instance of anorgasmia; (colloquial) impotent man; (colloquial) adulterer"
Annäherung,"Annäherung f (genitive Annäherung, plural Annäherungen); approach (act of drawing near; access or opportunity of drawing near); (golf) approach (a stroke whose object is to land the ball on the putting green); (mathematics, engineering) approximation"
Jubiläum,"Jubiläum n (strong, genitive Jubiläums, plural Jubiläen); an anniversary, a jubilee"
Gespür,"Gespür n (strong, genitive Gespürs, no plural); intuition"
Präsidium,"Präsidium n (strong, genitive Präsidiums, plural Präsidien); presidium; headquarters"
Bürde,"Bürde f (genitive Bürde, plural Bürden); burden"
Klapsmühle,"Klapsmühle f (genitive Klapsmühle, plural Klapsmühlen); (colloquial, derogatory) loony bin"
Gebäck,"Gebäck n (strong, genitive Gebäckes or Gebäcks, plural Gebäcke); (collective) pastry (food group)"
Flasche,"Flasche f (genitive Flasche, plural Flaschen, diminutive Fläschchen n or Fläschlein n); bottle; flask; flagon; (informal) loser; wimp; someone lacking skill or vigour"
Intrige,"Intrige f (genitive Intrige, plural Intrigen); intrigue, plot"
Schürze,"Schürze f (genitive Schürze, plural Schürzen, diminutive Schürzchen n); apron"
Antarktis,"die Antarktis f (proper noun, usually definite, definite genitive der Antarktis); Antarctic (ecozone); (colloquial, layman speech) Antarctica (continent)"
Milliardär,"Milliardär m (strong, genitive Milliardärs, plural Milliardäre); billionaire"
Wiederbelebung,"Wiederbelebung f (genitive Wiederbelebung, plural Wiederbelebungen); (medicine) reanimation; revival"
Straßenrand,"Straßenrand m (strong, genitive Straßenrandes or Straßenrands, plural Straßenränder); curbside, roadside"
Affe,"Affe m (weak, genitive Affen, plural Affen, diminutive Äffchen n or Äfflein n, feminine (only for the animal) Äffin); monkey or ape (male or female or of unspecified sex); ellipsis of Fellaffe., a kind of furry military knapsack; (slang, regional) drunkenness, alcohol intoxication"
Geldbörse,"Geldbörse f (genitive Geldbörse, plural Geldbörsen); wallet, purse"
Schnäppchen,"Schnäppchen n (strong, genitive Schnäppchens, plural Schnäppchen); a bargain; a cheap thing yet in good quality; something luckily seized/caught (see schnappen)."
Identifikation,"Identifikation f (genitive Identifikation, plural Identifikationen); identification"
Lautstärke,"Lautstärke f (genitive Lautstärke, plural Lautstärken); volume; loudness"
Strauß,"Strauß m (strong, genitive Straußes, plural Sträuße, diminutive Sträußchen n); bunch (of flowers), bouquet"
Betäubungsmittel,"Betäubungsmittel n (strong, genitive Betäubungsmittels, plural Betäubungsmittel); anaesthetic; narcotic; (officialese, law) controlled substance; drug (of any kind, including e.g. cocaine, heroin, etc.)"
Pfütze,"Pfütze f (genitive Pfütze, plural Pfützen); puddle, shallow pool"
Bürste,"Bürste f (genitive Bürste, plural Bürsten, diminutive Bürstchen n); brush"
Stabilität,"Stabilität f (genitive Stabilität, no plural); stability"
Gedärm,"Gedärm n (strong, genitive Gedärmes or Gedärms, plural Gedärme); the whole of an organism's intestines, guts, insides"
Tötung,"Tötung f (genitive Tötung, plural Tötungen); kill, killing, homicide"
Nächstenliebe,"Nächstenliebe f (genitive Nächstenliebe, no plural); (Christianity) charity; altruism"
Schuhgröße,"Schuhgröße f (genitive Schuhgröße, plural Schuhgrößen); shoe size"
Tschechoslowakei,"die Tschechoslowakei f (proper noun, usually definite, definite genitive der Tschechoslowakei); Czechoslovakia (a former country in Central Europe)"
Leichenbeschau,"Leichenbeschau f (genitive Leichenbeschau, plural Leichenbeschauen); (Austria, legal medicine, law) coroner's inquest, post mortem (whether it involve dissection or not, but especially when not); Synonyms: Leichenschau, Legalinspektion"
Verhängnis,"Verhängnis n (strong, genitive Verhängnisses, plural Verhängnisse); fatality, fate"
Bewusstsein,"Bewusstsein n (strong, genitive Bewusstseins, no plural); consciousness, awareness"
Schlüpfer,"Schlüpfer m (strong, genitive Schlüpfers, plural Schlüpfer); women's underwear; briefs, panties, knickers; (Austria, Switzerland) slip-on shoe, loafer"
Stäbchen,"Stäbchen n (strong, genitive Stäbchens, plural Stäbchen); Diminutive of Stab; (anatomy) rod (in the retina); skewer (pin used to secure food during cooking); (chiefly in the plural) chopstick"
Überfall,"Überfall m (strong, genitive Überfalls or Überfalles, plural Überfälle); an unanticipated violent attack, especially"
Krümel,"Krümel m (strong, genitive Krümels, plural Krümel, diminutive Krümelchen n); crumb (small broken-off piece, particularly of bread)"
Überweisung,"Überweisung f (genitive Überweisung, plural Überweisungen); (money) money transfer; (medicine) referral"
Straßenbahn,"Straßenbahn f (genitive Straßenbahn, plural Straßenbahnen); streetcar, tramway"
Lähmung,"Lähmung f (genitive Lähmung, plural Lähmungen); paralysis"
Glühwürmchen,"Glühwürmchen n (strong, genitive Glühwürmchens, plural Glühwürmchen); glowworm, firefly"
Ablösung,"Ablösung f (genitive Ablösung, plural Ablösungen); removal; relief, replacement"
Indiz,"Indiz n (strong, genitive Indizes, plural Indizien); circumstantial evidence, indication, clue"
Überzahl,"Überzahl f (genitive Überzahl, no plural); majority, superior number(s)"
Lebzeiten,Lebzeiten f pl (plural only); lifetime
Likör,"Likör m (strong, genitive Likörs, plural Liköre); liqueur"
Zusammenstoß,"Zusammenstoß m (strong, genitive Zusammenstoßes, plural Zusammenstöße); collision"
Bürokratie,"Bürokratie f (genitive Bürokratie, plural Bürokratien); bureaucracy"
Intensität,"Intensität f (genitive Intensität, plural Intensitäten); intensity (intensity)"
Ruhestörung,"Ruhestörung f (genitive Ruhestörung, plural Ruhestörungen); a disturbance, noise"
Füllung,"Füllung f (genitive Füllung, plural Füllungen); filling; stuffing"
Nationalität,"Nationalität f (genitive Nationalität, plural Nationalitäten); nationality"
Eiswürfel,"Eiswürfel m (strong, genitive Eiswürfels, plural Eiswürfel); ice cube (small piece of ice used for cooling drinks)"
Immunität,"Immunität f (genitive Immunität, plural Immunitäten); immunity"
Müsli,"Müsli n (strong, genitive Müsli or Müslis, plural (rare) Müsli or Müslis); muesli, granola"
Transplantation,"Transplantation f (genitive Transplantation, plural Transplantationen); (medicine) transplantation"
Meisterstück,"Meisterstück n (strong, genitive Meisterstücks, plural Meisterstücke); masterpiece (work created in order to qualify as a master craftsman); (by extension) masterpiece (work of outstanding creativity, skill or workmanship)"
enthüllen,"enthüllen (weak, third-person singular present enthüllt, past tense enthüllte, past participle enthüllt, auxiliary haben); (transitive) to unveil, to perform a ceremonial unveiling; (reflexive) to be revealed"
bestürzen,"bestürzen (weak, third-person singular present bestürzt, past tense bestürzte, past participle bestürzt, auxiliary haben); to devastate, to dismay, to upset, to shock"
großziehen,"großziehen (class 2 strong, third-person singular present zieht groß, past tense zog groß, past participle großgezogen, past subjunctive zöge groß, auxiliary haben); to raise (a child); to rear (an animal etc.)"
versöhnen,"versöhnen (weak, third-person singular present versöhnt, past tense versöhnte, past participle versöhnt, auxiliary haben); (reflexive) to reconcile"
herumstehen,"herumstehen (irregular strong, third-person singular present steht herum, past tense stand herum, past participle herumgestanden, past subjunctive stände herum or stünde herum, auxiliary haben or sein); to stand around (something) [+ um (object)]; to hang around, to loiter; (colloquial) to be in the way"
ausrüsten,"ausrüsten (weak, third-person singular present rüstet aus, past tense rüstete aus, past participle ausgerüstet, auxiliary haben); to equip, to supply"
plädieren,"plädieren (weak, third-person singular present plädiert, past tense plädierte, past participle plädiert, auxiliary haben); (law) to plead; to advocate, to make a case (for)"
Überreichen,"Überreichen n (strong, genitive Überreichens, no plural); gerund of überreichen"
nötigen,"nötigen (weak, third-person singular present nötigt, past tense nötigte, past participle genötigt, auxiliary haben); (especially law) to coerce (force someone through violence or threat); (otherwise more often) to oblige, railroad (make someone do something through cajolement, haste, moral pressure, etc.)"
würgen,"würgen (weak, third-person singular present würgt, past tense würgte, past participle gewürgt, auxiliary haben); (transitive) to strangle, choke; (intransitive) to gag, retch; (intransitive, with an + dative) to have trouble chewing or swallowing, to gag on"
zurückbekommen,"zurückbekommen (class 4 strong, third-person singular present bekommt zurück, past tense bekam zurück, past participle zurückbekommen, past subjunctive bekäme zurück, auxiliary haben); to get back (to retrieve, to have an item returned)"
entschlüsseln,"entschlüsseln (weak, third-person singular present entschlüsselt, past tense entschlüsselte, past participle entschlüsselt, auxiliary haben); to decrypt"
zertrümmern,"zertrümmern (weak, third-person singular present zertrümmert, past tense zertrümmerte, past participle zertrümmert, auxiliary haben); to smash to pieces; to pound"
Übertreffen,"Übertreffen n (strong, genitive Übertreffens, no plural); gerund of übertreffen"
verständigen,"verständigen (weak, third-person singular present verständigt, past tense verständigte, past participle verständigt, auxiliary haben); to notify, inform, advise, warn, alert; (reflexive) to communicate (with each other); (reflexive) to come to an agreement"
entschärfen,"entschärfen (weak, third-person singular present entschärft, past tense entschärfte, past participle entschärft, auxiliary haben); to defuse"
untersagen,"untersagen (weak, third-person singular present untersagt, past tense untersagte, past participle untersagt, auxiliary haben); to forbid, prohibit, ban, interdict"
zufügen,"zufügen (weak, third-person singular present fügt zu, past tense fügte zu, past participle zugefügt, auxiliary haben or sein); (transitive, reflexive) to cause (grief, pain); to inflict (damage); (transitive) to add; (transitive) to enclose"
behüten,"behüten (weak, third-person singular present behütet, past tense behütete, past participle behütet, auxiliary haben); to protect"
verwüsten,"verwüsten (weak, third-person singular present verwüstet, past tense verwüstete, past participle verwüstet, auxiliary haben); to devastate, ravage"
brühen,"brühen (weak, third-person singular present brüht, past tense brühte, past participle gebrüht, auxiliary haben); (with hot water, transitive) to blanch, pour seething water over; (with tea or coffee, transitive) to brew, put a pot on"
zusammenreißen,"zusammenreißen (class 1 strong, third-person singular present reißt zusammen, past tense riss zusammen, past participle zusammengerissen, auxiliary haben); (reflexive) to pull oneself together"
abkühlen,"abkühlen (weak, third-person singular present kühlt ab, past tense kühlte ab, past participle abgekühlt, auxiliary haben); to cool off Ich habe im Urlaub im Ozean abgekühlt"
schwänzen,"schwänzen (weak, third-person singular present schwänzt, past tense schwänzte, past participle geschwänzt, auxiliary haben); (colloquial) to skip (school, work, etc., without permission); to truant; to play hooky (US); to wag (British slang); to skive"
überarbeiten,"überarbeiten (weak, third-person singular present überarbeitet, past tense überarbeitete, past participle überarbeitet, auxiliary haben); to edit something in order to improve it; to edit something that it is nearly completely rewritten; sich überarbeiten: to work so much as to make someone over-stressed"
hämmern,"hämmern (weak, third-person singular present hämmert, past tense hämmerte, past participle gehämmert, auxiliary haben); to hammer"
ablösen,"ablösen (weak, third-person singular present löst ab, past tense löste ab, past participle abgelöst, auxiliary haben); to detach, to remove, to peel off; to supersede, to displace, to replace, to take over from; to relieve; to pay off (a debt, mortgage etc. in one lump sum); (Austria) to pay a previous owner or renter for (fixtures and fittings)"
überweisen,"überweisen (class 1 strong, third-person singular present überweist, past tense überwies, past participle überwiesen, auxiliary haben); (transitive, with auf + accusative) to transfer, to wire (money)"
verkörpern,"verkörpern (weak, third-person singular present verkörpert, past tense verkörperte, past participle verkörpert, auxiliary haben); (transitive) to embody, to represent (as a symbol or sign); (transitive) to play (a role in theater, a movie, on television, etc.)"
aufwühlen,"aufwühlen (weak, third-person singular present wühlt auf, past tense wühlte auf, past participle aufgewühlt, auxiliary haben); to churn, to churn up"
übergehen,"übergehen (class 7 strong, third-person singular present übergeht, past tense überging, past participle übergangen, auxiliary sein); to skip; to ignore"
lüften,"lüften (weak, third-person singular present lüftet, past tense lüftete, past participle gelüftet, auxiliary haben); to air, ventilate; to lift, take off (a covering, such as a hat, veil, pot lid); (figurative) to unveil, reveal (a secret)"
vermöbeln,"vermöbeln (weak, third-person singular present vermöbelt, past tense vermöbelte, past participle vermöbelt, auxiliary haben); to beat up"
sprühen,"sprühen (weak, third-person singular present sprüht, past tense sprühte, past participle gesprüht, auxiliary haben); to spray; (figurative) to radiate with a certain feeling or quality; to be full of or bursting with that feeling or quality"
zerstückeln,"zerstückeln (weak, third-person singular present zerstückelt, past tense zerstückelte, past participle zerstückelt, auxiliary haben); to dismember"
vorrücken,"vorrücken (weak, third-person singular present rückt vor, past tense rückte vor, past participle vorgerückt, auxiliary sein); to proceed; to advance (to move forwards, to approach)"
verblüffen,"verblüffen (weak, third-person singular present verblüfft, past tense verblüffte, past participle verblüfft, auxiliary haben); to amaze, to dazzle"
überblicken,"überblicken (weak, third-person singular present überblickt, past tense überblickte, past participle überblickt, auxiliary haben); to oversee, to overview"
überlisten,"überlisten (weak, third-person singular present überlistet, past tense überlistete, past participle überlistet, auxiliary haben); to cheat; to dupe; to trick (to fool; to cause to believe something untrue)"
plündern,"plündern (weak, third-person singular present plündert, past tense plünderte, past participle geplündert, auxiliary haben); (transitive or intransitive) to loot; to plunder; to pillage; to raid (to steal large amounts (from), especially in a state of war or catastrophe); (colloquial, transitive) to take or buy a lot from (e.g. a refrigerator, a shop)"
überlasten,"überlasten (weak, third-person singular present überlastet, past tense überlastete, past participle überlastet, auxiliary haben); to overload"
